,Knowledge_0,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Knowledge_9,Knowledge_10,Knowledge_11,Knowledge_12,Knowledge_13,Knowledge_14,Knowledge_15,Knowledge_16,Knowledge_17,Knowledge_18,Knowledge_19,Knowledge_20,Knowledge_21,Knowledge_22
Student_192,0.5042388,0.48601314,0.48866984,0.4975111,0.49584478,0.500638,0.483729,0.5202685,0.5104016,0.5068997,0.53599215,0.4908654,0.48911592,0.48992595,0.5026682,0.51326114,0.50041914,0.51548094,0.49386343,0.48312178,0.52442694,0.4878838,0.50669867
Student_193,0.50077844,0.49174365,0.5116802,0.48660833,0.48313516,0.4901924,0.48946753,0.4993457,0.4832772,0.5022333,0.48762795,0.48909888,0.48031756,0.4969691,0.46280095,0.49460933,0.5275485,0.49975365,0.49454257,0.49124318,0.50507325,0.49464002,0.48137432
Student_194,0.5172128,0.48619092,0.5019369,0.48698485,0.47853044,0.48443666,0.5146536,0.52213275,0.48895535,0.49677387,0.50953406,0.5111436,0.4964443,0.5097881,0.51089483,0.49647778,0.48221356,0.5179797,0.48394233,0.49722603,0.51423556,0.4981044,0.50514835
Student_195,0.48254552,0.5147114,0.51536804,0.49610993,0.52459097,0.5041379,0.4976746,0.52954143,0.52334046,0.5161104,0.48459792,0.49577424,0.491012,0.48999864,0.4905224,0.51168346,0.50885355,0.49883822,0.4996202,0.5276713,0.49047032,0.4969134,0.49145812
Student_196,0.483229,0.50112283,0.49187902,0.4862958,0.53547007,0.49473768,0.52695745,0.5088688,0.5115814,0.47763708,0.4971535,0.50865376,0.47950697,0.50200313,0.4753377,0.5161237,0.48623547,0.50514144,0.49556676,0.49903098,0.4747811,0.49921867,0.49344155
Student_197,0.5236509,0.5032519,0.5065966,0.50936216,0.47057885,0.4877161,0.50617397,0.5000967,0.49492148,0.49510187,0.48869985,0.48754305,0.5138025,0.5059965,0.46698257,0.49947175,0.4782052,0.51221997,0.52893203,0.49531353,0.49236745,0.5032936,0.5061021
Student_198,0.49048734,0.5094074,0.4976996,0.51523113,0.52930254,0.48693272,0.49733624,0.49012712,0.472776,0.49082997,0.48908204,0.5217162,0.48506328,0.49504173,0.4889512,0.50637305,0.5111086,0.4927593,0.5003155,0.4989855,0.48866504,0.50523597,0.4809173
Student_199,0.51517135,0.5042141,0.5060293,0.48582515,0.50747466,0.4830814,0.49329484,0.49061915,0.516614,0.48411414,0.52041745,0.4787706,0.4947412,0.5204324,0.5039464,0.4801951,0.4967125,0.5078766,0.48605278,0.48442218,0.510641,0.49818546,0.49225628
Student_200,0.5085607,0.51398736,0.5153151,0.5192845,0.5166774,0.4958105,0.48481473,0.5053725,0.48399466,0.49248266,0.51490384,0.48299813,0.47909126,0.4898558,0.50725836,0.5187406,0.4994505,0.5135009,0.5101535,0.5124488,0.48701686,0.5120586,0.512263
Student_201,0.48311323,0.4989398,0.5212357,0.5117042,0.50031155,0.5180764,0.49182203,0.46415272,0.5209816,0.50841534,0.50449854,0.48402387,0.5111629,0.5188585,0.48056698,0.49341112,0.48716414,0.49999046,0.52052575,0.49822077,0.4898441,0.52201056,0.49025515
Student_202,0.49913907,0.4992903,0.4937469,0.5042719,0.51547796,0.5346722,0.5214417,0.51597166,0.52657294,0.5102363,0.4976399,0.5165933,0.49781188,0.4846327,0.5075228,0.50242543,0.47425836,0.48096684,0.46869314,0.48095524,0.5148886,0.4773882,0.48613593
Student_203,0.48793662,0.5097706,0.5047274,0.48330852,0.520616,0.4961273,0.483773,0.50263274,0.49725345,0.49717298,0.5077963,0.5049837,0.5118079,0.5017379,0.49472344,0.5150807,0.5068194,0.5276531,0.4885722,0.4941354,0.47384217,0.48491234,0.47239813
Student_204,0.50277656,0.49783456,0.5169324,0.46941712,0.48909944,0.49847555,0.50665677,0.5181596,0.5055217,0.48806423,0.48434508,0.49349478,0.4918181,0.49815404,0.50052845,0.51192564,0.511293,0.5016934,0.48672026,0.5076663,0.5331957,0.50717074,0.49554473
Student_205,0.482153,0.51279837,0.4964184,0.51407623,0.5081024,0.49099752,0.4860155,0.4953904,0.49627572,0.52785814,0.49392328,0.5027753,0.5174309,0.5045649,0.48322523,0.5074365,0.5014201,0.48098293,0.5111737,0.50895435,0.4770235,0.49871382,0.49883056
Student_206,0.4627796,0.48494592,0.47361454,0.50187105,0.4941703,0.49941263,0.50030214,0.49814662,0.50715417,0.49220735,0.49100992,0.5235597,0.46401048,0.49863046,0.51461995,0.49404958,0.51522917,0.47471023,0.49659577,0.48764285,0.5043363,0.5104192,0.492545
Student_207,0.49123293,0.4817774,0.5108847,0.50477487,0.48082167,0.48905957,0.5208478,0.47431552,0.49899614,0.4748477,0.5102722,0.4994091,0.4992176,0.4726284,0.5077074,0.4732616,0.53314674,0.49265748,0.49367085,0.5245353,0.5033998,0.48359838,0.5089975
Student_208,0.4912434,0.4658042,0.52040887,0.5066118,0.52237535,0.514298,0.5011349,0.47612163,0.49211407,0.49976492,0.5037,0.47464,0.49330628,0.5011278,0.5330592,0.5036551,0.50474995,0.5214196,0.51766896,0.5240285,0.5118555,0.49676874,0.4815021
Student_209,0.49609292,0.5323687,0.4946199,0.5160135,0.49257383,0.5094536,0.48769945,0.49517727,0.48014063,0.5186253,0.4701676,0.49207366,0.50010294,0.49759802,0.49296686,0.49611774,0.49062976,0.48681545,0.5165923,0.49403775,0.5463314,0.48226288,0.5081311
Student_210,0.49493203,0.47654963,0.4973071,0.5128949,0.5039362,0.49922776,0.49864018,0.48573768,0.49987212,0.48364,0.49534768,0.4985482,0.47517562,0.49395007,0.49228308,0.48415762,0.51454127,0.4932827,0.51455945,0.47202152,0.51038796,0.47157967,0.49970394
Student_211,0.5082872,0.5055509,0.49977627,0.47322822,0.5261276,0.5008099,0.5095683,0.506781,0.50793076,0.5122173,0.4835723,0.48447818,0.4974191,0.5025261,0.50400406,0.5116076,0.48200738,0.49400592,0.4926694,0.4814162,0.495882,0.5069485,0.4853485
Student_212,0.5108925,0.50764126,0.4844334,0.507122,0.48447403,0.47487897,0.51583666,0.49566215,0.473821,0.49872005,0.4849084,0.46090797,0.5188514,0.50628066,0.49823692,0.48889175,0.49262363,0.51085114,0.5258576,0.5121199,0.5050709,0.5053045,0.5126092
Student_213,0.4792053,0.5082838,0.5020265,0.5102785,0.51636803,0.53362036,0.49189442,0.48529464,0.5054763,0.50015634,0.46324915,0.5046213,0.5284301,0.47226378,0.47814018,0.49593502,0.47343177,0.4686524,0.5071674,0.50286454,0.48469305,0.49099067,0.48780394
Student_214,0.4985283,0.51806134,0.5137182,0.47062293,0.51343966,0.476536,0.4905559,0.49833876,0.50008905,0.49809238,0.48677912,0.5131538,0.51934063,0.49502766,0.5056129,0.48225057,0.48005128,0.5047697,0.48871195,0.5158859,0.50366557,0.47826847,0.47640273
Student_215,0.49386552,0.49969667,0.49391016,0.4856695,0.5075969,0.4800827,0.5025581,0.4851973,0.53072107,0.50764173,0.4845337,0.48797986,0.49630985,0.51101285,0.5011173,0.5054897,0.487453,0.49509293,0.5111711,0.5175465,0.49465495,0.5157942,0.49953836
Student_216,0.5095042,0.49561378,0.494373,0.5119036,0.5016616,0.512369,0.47473338,0.49128783,0.47351617,0.48986295,0.49129623,0.4839569,0.49647135,0.527123,0.49032962,0.4972262,0.486891,0.4843723,0.49312022,0.48562768,0.47978356,0.500686,0.47524348
Student_217,0.50918293,0.49534288,0.52732944,0.50074345,0.4770459,0.50540644,0.47796598,0.49358004,0.5024175,0.5134602,0.5177964,0.5106509,0.5071736,0.5389849,0.4644392,0.52621365,0.5251742,0.4815125,0.5101256,0.52114785,0.5103496,0.5095614,0.51787657
Student_218,0.5176883,0.50845474,0.5147618,0.50555426,0.51352745,0.48750523,0.5105074,0.53895336,0.4837673,0.5107334,0.4865448,0.52442133,0.49577123,0.5129963,0.49636957,0.49642196,0.50044715,0.4946252,0.50657636,0.50195646,0.4943505,0.5150077,0.5005765
Student_219,0.49249402,0.5077191,0.50215054,0.491725,0.504058,0.48231658,0.4902296,0.5140875,0.5281942,0.50831693,0.49600518,0.50372463,0.5165074,0.51112527,0.5065625,0.49805707,0.51050067,0.47390932,0.49670067,0.48679775,0.5305836,0.5106857,0.48290482
Student_220,0.4952906,0.4965989,0.50089514,0.5056666,0.49035975,0.4869512,0.48521554,0.50053126,0.49101934,0.48686805,0.48603442,0.50232345,0.50199693,0.48264068,0.4888587,0.49172655,0.48759094,0.49517202,0.49225944,0.48980683,0.5034097,0.4815829,0.52292395
Student_221,0.5017057,0.52160436,0.48785058,0.47666988,0.49913442,0.50423706,0.4870337,0.48871386,0.50011796,0.49980673,0.4853695,0.5065644,0.49141854,0.5022904,0.49981672,0.49774915,0.50544846,0.47762772,0.50138086,0.49609265,0.49861482,0.50043064,0.51361245
Student_222,0.5060094,0.4905901,0.52176213,0.4992141,0.4982625,0.5152354,0.4935104,0.5030962,0.4978051,0.5094458,0.4866361,0.51639855,0.5057517,0.510443,0.50572574,0.5234664,0.4817286,0.48887557,0.49336076,0.5014058,0.48791945,0.4906121,0.50403893
Student_223,0.4940717,0.48001435,0.52535725,0.5124181,0.5202702,0.5122172,0.524565,0.49734178,0.51613224,0.47452518,0.49681988,0.49320045,0.49279234,0.49761415,0.4686075,0.5123076,0.5150939,0.5045891,0.50776386,0.48089635,0.52097666,0.5089669,0.5034451
Student_224,0.4985072,0.51798666,0.5066952,0.48445514,0.5216037,0.5122915,0.52717495,0.49740323,0.5110801,0.51572645,0.53400457,0.5001892,0.50413096,0.50003666,0.5016654,0.4988041,0.50034344,0.5282083,0.50302607,0.510609,0.4728829,0.50699717,0.5137497
Student_225,0.49713716,0.46845967,0.49680027,0.49242842,0.48585492,0.4729084,0.5140262,0.50121135,0.50738484,0.49482092,0.527966,0.5170425,0.5092712,0.50444126,0.51776665,0.50335974,0.4927739,0.50812453,0.49523374,0.49043775,0.5128741,0.50980663,0.49696133
Student_226,0.49531493,0.51553386,0.49220186,0.50447965,0.5040262,0.48028216,0.50567335,0.48982668,0.50997573,0.50182605,0.48527718,0.49986544,0.47193697,0.50763077,0.48839897,0.49693167,0.519249,0.5061779,0.4807697,0.5000196,0.51891214,0.5055974,0.50732905
Student_227,0.51972944,0.4843528,0.4920328,0.51818335,0.49940038,0.50961363,0.5022343,0.51133037,0.4743098,0.488174,0.5274681,0.5056424,0.51739097,0.5149362,0.51950306,0.47647092,0.47656167,0.4944735,0.49778193,0.5070225,0.50471133,0.50490123,0.51785547
Student_228,0.49930978,0.49157652,0.4817451,0.49343795,0.49283883,0.4814594,0.5177179,0.48810452,0.47532597,0.50472564,0.5182214,0.5105672,0.5034944,0.48512125,0.49063385,0.5129978,0.48882452,0.4947957,0.49310705,0.517814,0.49838257,0.47466686,0.5158413
Student_229,0.5041046,0.5303793,0.51126146,0.4824956,0.49538472,0.5021474,0.5131277,0.51300114,0.5068722,0.477344,0.5020522,0.5114719,0.49783704,0.4959092,0.47263002,0.5051302,0.49554935,0.50040007,0.51173705,0.4820002,0.49403748,0.5255932,0.5079132
Student_230,0.52091825,0.51235133,0.5060383,0.5135339,0.4982599,0.490984,0.4979783,0.5081923,0.5131973,0.49889198,0.4923907,0.510127,0.5066917,0.48299116,0.48169044,0.49469522,0.49912784,0.49126977,0.5170127,0.5026887,0.4962756,0.48765963,0.49768558
Student_231,0.4782892,0.49281928,0.48854235,0.51195985,0.49957764,0.5103405,0.4902488,0.531056,0.49339482,0.48378387,0.49644214,0.47540873,0.5198881,0.49262694,0.48946604,0.52155936,0.5057392,0.48688218,0.51494175,0.50010145,0.4737955,0.48135853,0.49552852
Student_232,0.5233604,0.50276595,0.5156317,0.48964477,0.5097682,0.5061424,0.5104515,0.49706268,0.49831602,0.53513265,0.51966053,0.515173,0.5104181,0.51129127,0.50148565,0.49366248,0.5076353,0.492549,0.52601665,0.513267,0.50141823,0.48676726,0.50094277
Student_233,0.50368,0.5246191,0.50286645,0.4933513,0.50473374,0.49397644,0.477916,0.48008963,0.5040345,0.51329833,0.49751776,0.48938987,0.49469492,0.49885905,0.52865994,0.4965939,0.5008924,0.4964402,0.5212513,0.49057886,0.49827552,0.48336995,0.50428164
Student_234,0.5159549,0.5039009,0.49116483,0.50839525,0.4977404,0.49062535,0.50132746,0.50913155,0.51411575,0.51115614,0.4910398,0.48775378,0.50578046,0.49455118,0.48812354,0.49900493,0.494935,0.49253246,0.48543674,0.4925656,0.51387596,0.50603044,0.511245
Student_235,0.50156724,0.48985842,0.49829873,0.5019816,0.53348744,0.48748735,0.50034624,0.5002105,0.4982763,0.5136038,0.48499638,0.4664598,0.49115166,0.5158683,0.4957315,0.5089606,0.4957455,0.4848939,0.5167535,0.47455817,0.49569085,0.5138017,0.5256705
Student_236,0.5082768,0.48661652,0.49271265,0.4919991,0.50974077,0.49397975,0.49615824,0.506827,0.49319178,0.5171017,0.49604294,0.5154955,0.50874424,0.50396454,0.4991987,0.51622057,0.48566645,0.5076637,0.5011877,0.5071178,0.50525326,0.50866777,0.5164864
Student_237,0.49218106,0.49218395,0.49885404,0.4937138,0.5034544,0.50047535,0.5078415,0.52478397,0.4997169,0.50465465,0.5257045,0.51119995,0.5098121,0.4834756,0.52354664,0.51963806,0.48224682,0.49075294,0.48352075,0.51996386,0.50431854,0.49817142,0.5018542
Student_238,0.50702757,0.5025376,0.46793324,0.48562217,0.5132955,0.47242305,0.4741208,0.5137728,0.5094892,0.48793638,0.5123489,0.47359663,0.5058429,0.4850095,0.51163536,0.49771392,0.50294304,0.5030911,0.4793177,0.48875338,0.5015141,0.52768874,0.5031036
Student_239,0.5023988,0.5241236,0.46176198,0.48198098,0.47993648,0.5031859,0.5019211,0.47637764,0.5345514,0.50884885,0.4966777,0.4895499,0.5091619,0.507041,0.50440997,0.5307553,0.5160425,0.5104258,0.49462754,0.47957018,0.51152205,0.5038433,0.5168392
Student_240,0.518155,0.5174984,0.49155083,0.4915763,0.5101149,0.5166139,0.48726347,0.47030783,0.50130725,0.5009775,0.5169961,0.49653527,0.48205677,0.49732584,0.5073647,0.49747124,0.5191786,0.49500757,0.4964959,0.50012356,0.4844216,0.50602573,0.5235621
Student_241,0.48353282,0.5092748,0.49576983,0.471013,0.5239151,0.50393015,0.50273657,0.5072756,0.48689282,0.51342285,0.5060543,0.50057465,0.51578677,0.5093375,0.505605,0.49481854,0.5186439,0.49736252,0.5057014,0.50278735,0.49362257,0.50327086,0.51285154
Student_242,0.48560676,0.50884724,0.49952182,0.48099613,0.48656374,0.48324114,0.51612264,0.54571986,0.4904365,0.4677254,0.51584953,0.52333826,0.49482659,0.49256313,0.51034814,0.5130314,0.4817971,0.48860186,0.48419183,0.50635403,0.50582963,0.5146457,0.5295816
Student_243,0.5123261,0.5089591,0.5081463,0.49263173,0.49943462,0.4957403,0.49398983,0.49490067,0.48740134,0.50821024,0.4909687,0.49262202,0.49904647,0.50755167,0.50357074,0.49554563,0.5267603,0.50909287,0.5134346,0.49951422,0.492329,0.48568603,0.48405543
Student_244,0.4884679,0.5086213,0.49114943,0.49204537,0.49630266,0.5056326,0.50149107,0.4853249,0.5097918,0.49114206,0.5001907,0.5056782,0.5270295,0.48742008,0.49426207,0.4997064,0.49840945,0.49776655,0.48185056,0.49491376,0.49344963,0.50053185,0.49122787
Student_245,0.49259707,0.5037303,0.49331316,0.48991185,0.48184162,0.51981294,0.48657188,0.5015829,0.4977662,0.5114261,0.49333552,0.5217853,0.49445412,0.4995028,0.502562,0.50692934,0.45974064,0.5116295,0.47732234,0.48139483,0.4976772,0.50958335,0.50479543
Student_246,0.4864269,0.50749534,0.5000446,0.5038542,0.4959709,0.49185887,0.51002645,0.5167948,0.51655626,0.5148578,0.5287914,0.49955347,0.50608116,0.50794166,0.47998366,0.49255827,0.50678915,0.53587955,0.4952865,0.50748223,0.4906444,0.5012197,0.48804572
Student_247,0.49847332,0.511667,0.48937348,0.5241213,0.5017348,0.48014745,0.50035375,0.47506955,0.5000363,0.5157717,0.5129155,0.52204466,0.4700415,0.49266866,0.4854495,0.5260099,0.50109714,0.49974418,0.5247235,0.49221987,0.49838352,0.49504414,0.49459866
Student_248,0.49320894,0.50128347,0.48376226,0.49606243,0.51944166,0.4902233,0.5133276,0.4978669,0.5033381,0.4772699,0.48417294,0.5207298,0.48066843,0.4988015,0.47838238,0.5011515,0.49279553,0.48416886,0.4772376,0.48928937,0.5292819,0.5173997,0.52356416
Student_249,0.48146528,0.4832802,0.4956209,0.50301284,0.47720918,0.4991551,0.5125708,0.4704321,0.487684,0.48892844,0.49132955,0.5011746,0.49930465,0.5048573,0.49560228,0.4915194,0.49690095,0.48913884,0.50167674,0.49190354,0.473265,0.50693303,0.48863
Student_250,0.49980417,0.49379283,0.5044868,0.48791355,0.5222066,0.4788922,0.5129017,0.5327061,0.4992796,0.4858179,0.5199148,0.5138227,0.48965508,0.51670694,0.47397694,0.49172452,0.5340875,0.5089727,0.5069362,0.48916385,0.5077218,0.51640725,0.510276
Student_251,0.4882306,0.48221576,0.4918433,0.49935955,0.48613694,0.50842595,0.49584308,0.4871174,0.51832134,0.5090602,0.4777536,0.50236666,0.49116263,0.50062364,0.5005169,0.49799114,0.4885676,0.49959883,0.48259482,0.49753475,0.4848718,0.48542285,0.5215672
Student_252,0.51545304,0.5012792,0.52474654,0.5126779,0.5108318,0.50453365,0.5093792,0.48497576,0.51000106,0.48915723,0.49878138,0.50062746,0.4988309,0.50739187,0.52063626,0.49402443,0.49468744,0.5038609,0.4900135,0.50069183,0.49224085,0.49413404,0.49332523
Student_253,0.49546367,0.50364244,0.5157391,0.4922446,0.481577,0.49910834,0.48776773,0.49744505,0.51059777,0.5223838,0.49999595,0.5386988,0.4825875,0.4880179,0.502903,0.5091812,0.51089346,0.49840242,0.49493957,0.4941257,0.5023386,0.49319056,0.4995323
Student_254,0.49186823,0.5079879,0.51058215,0.5126461,0.5175905,0.49348643,0.5055043,0.497116,0.50123125,0.4875656,0.50290793,0.49468553,0.4865415,0.5116753,0.49960834,0.49791813,0.5071568,0.5127734,0.47789404,0.5018819,0.5150643,0.5078205,0.47800636
Student_255,0.49774086,0.5132974,0.51713115,0.510034,0.48546156,0.48289853,0.5212089,0.4839688,0.5007731,0.48313448,0.49502987,0.51527125,0.49051598,0.52276796,0.5035553,0.5095907,0.5253543,0.49596962,0.51517665,0.50001216,0.48588392,0.49534038,0.49389818
Student_256,0.4935898,0.504425,0.49864292,0.5119539,0.5038201,0.50460935,0.48308206,0.48580018,0.5342059,0.49866983,0.4771512,0.5070813,0.4937869,0.4821273,0.4800572,0.4894198,0.50285083,0.5016978,0.50937825,0.5221433,0.4953739,0.49956742,0.5163503
Student_257,0.4965622,0.5031766,0.50569344,0.4887335,0.491594,0.49553216,0.4619966,0.5198182,0.50126845,0.510916,0.5009898,0.51589227,0.50739145,0.48115426,0.5403242,0.4888945,0.5011081,0.4845974,0.48352095,0.4809837,0.5174781,0.49015364,0.48712555
Student_258,0.49400768,0.51030505,0.50756884,0.4959729,0.49881092,0.49741575,0.5169113,0.4983539,0.5065959,0.49958408,0.5116551,0.48389432,0.51198006,0.5084757,0.48143554,0.48349014,0.50209874,0.45766962,0.5225521,0.5106252,0.51620835,0.50017947,0.4960424
Student_259,0.5116644,0.5053898,0.51385623,0.5034927,0.52938664,0.49271783,0.49287713,0.5205997,0.5008175,0.5150278,0.49077493,0.5103921,0.47011858,0.49156788,0.514315,0.50958,0.50307184,0.4943187,0.51313025,0.5095967,0.5151644,0.48584464,0.49901584
Student_260,0.5273884,0.5066402,0.4907811,0.50666416,0.4979828,0.5196578,0.48371932,0.51283044,0.51757085,0.5091104,0.4953354,0.50029755,0.46318397,0.5235426,0.47676685,0.52102125,0.51121676,0.5210161,0.4806857,0.5047195,0.50440264,0.5163944,0.49404073
Student_261,0.5033086,0.48099893,0.50335735,0.48888844,0.4887491,0.52394205,0.5008527,0.4865002,0.49982804,0.5119923,0.48478118,0.5113012,0.4955479,0.51094866,0.49979368,0.49453697,0.50284964,0.4950577,0.52571535,0.48401442,0.50455725,0.47942564,0.51437664
Student_262,0.5008854,0.4972769,0.48746735,0.51654947,0.49534732,0.48445266,0.49599513,0.5136885,0.4919324,0.5196375,0.5028929,0.5060256,0.503177,0.47291404,0.5155751,0.51225996,0.4908728,0.49054754,0.4941865,0.5103947,0.48349515,0.5158501,0.5098292
Student_263,0.50958645,0.48685443,0.47234282,0.51691395,0.4993678,0.48435387,0.50199896,0.49224794,0.48942223,0.5023281,0.5088642,0.50429654,0.51136523,0.5051071,0.49237272,0.5130354,0.5038362,0.48851115,0.5175256,0.5275821,0.51542693,0.49659902,0.48917514
Student_264,0.5136476,0.496691,0.5009457,0.5129095,0.4914372,0.50381523,0.50008833,0.4909662,0.48536462,0.4773065,0.49738234,0.51874226,0.4749178,0.47343034,0.4842341,0.50497055,0.4977655,0.49567983,0.5128947,0.50497025,0.4889296,0.50049925,0.47465423
Student_265,0.49865407,0.49178022,0.4966924,0.51275444,0.5151419,0.5182428,0.47947457,0.47798118,0.49621007,0.4877026,0.49533728,0.48841444,0.5047366,0.4924538,0.5240645,0.48810536,0.5065843,0.48848635,0.49453288,0.4807558,0.49569577,0.49842378,0.49935758
Student_266,0.5072744,0.5112559,0.48836514,0.48943508,0.4865705,0.5004775,0.49756905,0.48926643,0.48935297,0.49936053,0.51937866,0.49183732,0.51287884,0.5095114,0.50384206,0.49361756,0.49057838,0.50849116,0.4881424,0.5169384,0.49268255,0.50930077,0.5074252
Student_267,0.5150503,0.49311116,0.46525645,0.5145649,0.48526707,0.4894428,0.5061238,0.48144686,0.51958436,0.48798037,0.50745285,0.49593362,0.4698601,0.4855148,0.49622345,0.5045304,0.50760645,0.49110374,0.50210464,0.51589185,0.52419233,0.5202779,0.5123418
Student_268,0.5024167,0.5116338,0.4789321,0.5061027,0.48208317,0.5175058,0.5273453,0.5086447,0.5094244,0.47973347,0.48705214,0.50993514,0.47814772,0.4974359,0.528388,0.5079602,0.49083507,0.49690905,0.5105842,0.49260697,0.5060876,0.48506996,0.48573193
Student_269,0.49918333,0.4930035,0.52270234,0.48544466,0.50256896,0.51496834,0.49566618,0.4987594,0.5247918,0.49955052,0.49375424,0.48872837,0.48923516,0.51965076,0.49254462,0.4864449,0.49204254,0.51057154,0.50974023,0.49421898,0.47361568,0.50846565,0.5014074
Student_270,0.50855535,0.48069265,0.4970155,0.5113985,0.49439672,0.501322,0.5000221,0.52213144,0.5069565,0.5079797,0.5022603,0.48865217,0.4919565,0.50413007,0.50135505,0.5077215,0.519712,0.5154992,0.49060163,0.49374098,0.49146846,0.47050583,0.495888
Student_271,0.48866692,0.5098886,0.5137211,0.48562822,0.5158031,0.5045218,0.5022147,0.5063089,0.47947472,0.5068755,0.4988728,0.519481,0.50748104,0.51022094,0.52102053,0.4885363,0.49499145,0.5147794,0.50007755,0.48137373,0.50178146,0.48231125,0.51487154
Student_272,0.47437584,0.4757136,0.49100718,0.5097339,0.49018487,0.48629466,0.50100785,0.5049157,0.51942307,0.48947307,0.51047957,0.4801823,0.4924426,0.48836172,0.51681787,0.4983133,0.49912533,0.49622124,0.51816,0.5202179,0.50264364,0.502821,0.5138194
Student_273,0.48401257,0.4785109,0.48518512,0.499972,0.49863154,0.48187792,0.47172642,0.4863276,0.5107494,0.4951713,0.49686208,0.50566804,0.4889875,0.50376964,0.48533833,0.5030934,0.5016416,0.51119685,0.507195,0.538431,0.5081676,0.5195017,0.4919154
Student_274,0.514924,0.49267733,0.493551,0.4956612,0.517652,0.51371294,0.5257088,0.5165633,0.49145913,0.47247967,0.5075903,0.48919213,0.49074772,0.48851275,0.49782157,0.49736938,0.50206405,0.4988163,0.5186043,0.52220815,0.50126755,0.49818996,0.50278676
Student_275,0.48544163,0.47253793,0.4601818,0.4696466,0.5013116,0.48628867,0.5075179,0.52106446,0.47506207,0.5001767,0.49174783,0.4971512,0.47362342,0.48003194,0.50441706,0.47851902,0.5094141,0.48267695,0.50556463,0.4871628,0.5074229,0.5208345,0.49611652
Student_276,0.49619335,0.4976629,0.49095824,0.49519178,0.50882846,0.48937473,0.5018577,0.47950816,0.5046357,0.5337623,0.5075548,0.50928605,0.48597956,0.50654787,0.51164657,0.51127,0.48981896,0.5200198,0.5078777,0.48964038,0.50145924,0.48106667,0.49639165
Student_277,0.47426984,0.51004696,0.49410883,0.5104924,0.500547,0.5244463,0.5195362,0.5325142,0.4917759,0.51180005,0.48377845,0.51446784,0.51657367,0.49966395,0.5032236,0.49070075,0.4972327,0.5101598,0.5099003,0.49922693,0.49307325,0.4909329,0.49723336
Student_278,0.49333063,0.4846147,0.49697337,0.5106722,0.49432686,0.50530076,0.49249017,0.5026943,0.5134976,0.48824286,0.50867695,0.5058384,0.505936,0.5065708,0.49437672,0.5263219,0.50062096,0.5157421,0.5001509,0.4761144,0.5060543,0.46854445,0.4938689
Student_279,0.5250159,0.516139,0.52029055,0.5010801,0.47219136,0.48756737,0.49814108,0.5258105,0.4969995,0.5065589,0.50228506,0.4808689,0.46809542,0.49838552,0.5053503,0.5001917,0.50536,0.48967203,0.46048877,0.51652485,0.4928883,0.5039096,0.48580778
Student_280,0.51338947,0.4974189,0.5105553,0.48482305,0.508768,0.48017657,0.5306148,0.46695405,0.48424035,0.4952817,0.49464318,0.4662338,0.50544286,0.5168289,0.49653035,0.51511735,0.49849215,0.4849905,0.4911249,0.50796413,0.4890638,0.5141307,0.46936974
Student_281,0.49775374,0.48750353,0.4812327,0.49603462,0.49710447,0.4882074,0.4999944,0.4951865,0.51612264,0.5175756,0.5067728,0.5214263,0.51533526,0.5009686,0.5259605,0.48973888,0.4761532,0.49700055,0.5102867,0.49867767,0.5016677,0.47851107,0.4899494
Student_282,0.48360023,0.48815694,0.50514734,0.47877526,0.49693444,0.5211653,0.5029142,0.50061405,0.5026801,0.49209052,0.49208313,0.51298505,0.50391513,0.50554526,0.49462685,0.47424936,0.52078485,0.5053305,0.49701,0.5231428,0.5157316,0.5132286,0.4881584
Student_283,0.5288184,0.49450782,0.50637925,0.47191116,0.48025268,0.48991153,0.48802528,0.49780986,0.4927048,0.48995188,0.49417472,0.48755348,0.5075725,0.49438813,0.48468095,0.5043264,0.48446822,0.49710417,0.5008474,0.49242392,0.49202338,0.48811093,0.4974466
Student_284,0.47904578,0.5122525,0.484356,0.5033919,0.49312785,0.5235954,0.52693975,0.50377655,0.4881491,0.5031699,0.4863843,0.50905204,0.48486406,0.5158138,0.48893425,0.48785487,0.48820728,0.50131625,0.49032387,0.49363208,0.48355445,0.5007926,0.49293742
Student_285,0.49813274,0.51424223,0.4946326,0.50620073,0.48881847,0.50678337,0.49673015,0.507152,0.48582995,0.49633926,0.4826318,0.50637376,0.49493718,0.49275547,0.5046789,0.5289919,0.49016538,0.5172364,0.5040723,0.48797578,0.49886164,0.51756674,0.5302352
Student_286,0.46872416,0.47282693,0.49894756,0.51167274,0.45893157,0.52849007,0.50098366,0.50412315,0.53222746,0.4721698,0.50583965,0.4973039,0.4920341,0.50215566,0.51721275,0.5045744,0.50966114,0.49871218,0.50869155,0.49256486,0.50396216,0.5018452,0.51443297
Student_287,0.5083559,0.48804414,0.5129541,0.49735257,0.5067993,0.49857807,0.5103697,0.50457424,0.49728292,0.5201907,0.50347626,0.4821078,0.48906344,0.5161153,0.48738265,0.4821499,0.5172171,0.5122424,0.49639812,0.53657025,0.49475116,0.5046988,0.4995562
Student_288,0.50114626,0.5005096,0.5041114,0.49714983,0.49402058,0.48001376,0.49225685,0.4954618,0.49908727,0.50433296,0.49722067,0.492383,0.49334154,0.49371263,0.49196446,0.49265695,0.5019112,0.50243187,0.5022998,0.4786571,0.51260734,0.4831532,0.50505185
